publish_time,text,predicted_class
2024-07-14,#英格兰# #匈牙利# #足球盛宴# #世界杯预选赛# #足坛瞬间# #粤语解说# #每日赛事# #世界杯# 篮球新鲜事的微博视频,pos
2024-07-13,塔迪奇，阿贾克斯的领军人物，将比分拉平在这场激烈的#世界杯预选赛# 中，为塞尔维亚带来了希望！ #世界杯# 篮球面对面的微博视频,pos
2024-07-13,欧洲国家联赛中，意大利与德国展开激烈对决，双方以#1:1#的比分握手言和。#佩莱格里尼#与#基米希#各自为球队贡献关键进球，展现了精彩的足球瞬间。这场赛事充满了#快乐足球#的氛围，也是#世界杯预选赛#中的精彩混剪。 #世界杯# 篮球新鲜事的微博视频,pos
2024-07-12,离开国足主教练岗位二十二载，他对足球中国的挂念未曾消减 #米卢# #国足# #世界杯预选赛# #中国队# #淘汰赛阶段# #世界杯# 天下篮球快报的微博视频,neg
2024-07-12,威尔士在激烈的世界杯预选赛中以1比0力克乌克兰，凭借贝尔的精准任意球间接造成的乌龙球，成功锁定胜局。这是他们64年来的首次世界杯晋级，比赛中的这一精彩瞬间令人难忘。#世界杯预选赛# #威尔士Vs乌克兰# #历史性的胜利# #世界杯# 天下篮球快报的微博视频,pos
2024-07-12,观赏完国足的较量，我心中涌现出五重难以置信的感慨 #国足4比1新加坡# #中国足球# #男子足球# #世界杯预选赛# #足球评论# #世界杯# 篮球面对面的微博视频,neg
2024-07-12,U15国家队以压倒性胜利击败韩国同龄队伍，四个精彩入球彰显了队伍的组织严谨与球员的卓越才能。#声量计划# #韩彬体育评述# #世界杯预选赛# #世界杯# 天下篮球快报的微博视频,pos
2024-07-12,U19队伍力克韩国，摘得桂冠，少年英豪们的表现出色！接下来，重任落在前辈们的肩上……奋力向前！#U19国青# #足球赛报：心理素质至关重要# #世界杯预选赛# #国家队# #对决韩国，国足平局即可晋级# #世界杯# 灌篮大风车的微博视频,pos
2024-07-04,#世界杯预选赛# #大连承办国足战沙特世预赛# #大连承办国足vs沙特18强赛# #国足vs沙特将在大连进行# 足协官方：选定大连市为中国队世预赛9月份主场承办城市，比赛场地为大连梭鱼湾足球场。 9月10日 中国🇨🇳🆚沙特阿拉伯🇸🇦,pos
2024-06-29,申台龙的小算盘，准备两胜国足，他是妄想吗 #足球的魅力##18强赛##世界杯预选赛# 控卫聊体育的微博视频,pos
2024-06-28,"#沈阳# 世预赛主场对决沙特，首选沈阳，次选大连，三选青岛。

第一，9月东北和青岛都是秋高气爽的季节（南方太热），有利于球员球场发挥；

第二，前面是客场踢日本，比赛结束后坐2小时飞机直达场地，可以给球员更充足的集训时间；

第三，沈阳是足球福地，国家队世预赛在沈阳就没输过球；

大连 场地比较新，承办国际赛事的经验和沈阳一样足，97年国足曾在大连主场赢沙特；

#青岛# 是有活力的新兴城市，近几年青岛政府对专业足球场地的投资也很大，还有，青岛啤酒超级好喝。
沈阳#沈阳奥体中心五里河体育场##世界杯预选赛# #世界杯亚洲区预选赛# 本喵只吃鱼的微博视频",pos
2024-06-28,中国足球队在十六强淘汰赛的分组揭晓，唯有创造奇迹才能闯出一片天！#国足# #十六强挑战# #世界杯预选赛# #分组揭晓瞬间# #潘聊中国足球# #世界杯# 天下篮球快报的微博视频,pos
2024-06-27,"都说中国队抽了下下签，我倒是认为签运不错，有望像2002年一样抽进世界杯。
小组前三档都是该档最强队，看起来很绝望，但根本不用去管前三名，因为中国队的目标就是小组第四。前三名强，才不会在巴林印尼身上丢分，这俩才是中国队的竞争对手。
简单来说，这个组就是日本沙特澳大利亚争前二，中国巴林印尼争第四，打巴林印尼，还是有希望的。
拿到小组第四，进入下一阶段，就看抽签运作了。把沙特、乌兹别克斯坦抽到一组去，中国跟阿联酋阿曼一组，拿下这两队还是有希望的。
不说希望很大吧，但至少是2002年以后最好的机会。#世界杯预选赛##中国男足#",pos
2024-06-28,世界杯预选赛亚洲区18强赛分组抽签完毕，附赛程表#世界杯预选赛##口袋牛店#世界杯欧洲杯,pos
2024-06-27,逻辑上来说不应该把有中国的小组称作死亡之组，但现在这个小组的6个队确实应该都在骂街... #世界杯预选赛##世预赛18强国足或遭死亡之组# #18强赛国足抽签#,pos
2024-06-27,#国足 死亡之组# 6月27日，#世界杯预选赛#亚洲区第三阶段（18强赛）抽签分组揭晓，中国男足和日本、澳大利亚、沙特、巴林、印度尼西亚同分在C组。你认为中国男足会小组出线吗？ 网页链接,pos
2024-06-27,"#世界杯##世界杯预选赛##世界杯亚洲区预选赛# 足协如果脑子好的话，至少可以多请教一下@上海海港足球俱乐部 的主教练穆斯卡特，这哥们儿对于日本和澳大利亚两支队伍还是有不少了解的，相信会有很大帮助。当然啦，人家也不一定愿意……
没办法，中国足协那帮，大家都懂的，除了假大空的口号，还能有啥？",pos
2024-06-27,抽签出来了，运气很糟糕，抽到了死亡之组。和小日本、澳州、沙特、巴林、印尼，同组。基本谁也干不过，当然，印尼可能有点希望，其它就是陪太子读书了。不过呢，地板砖名帅和巴西朋友，强强联手，难说能化腐朽为神奇。 #世界杯预选赛#,pos
2024-06-27,虎入狼窝！韩国队同组无近年世界杯参赛队，但5队均来自西亚 世界杯18强赛分组已经确定，韩国落位B组。 韩国同组对手包括了伊拉克、约旦、阿曼、巴勒斯坦、科威特，没有近年的世界杯参赛球队。 但5个对手全部来自西亚，也意味着每个比赛周都将经历客场舟车劳顿之苦。 #世界杯预选赛#,pos
2024-06-27,#世界杯##世界杯预选赛##世界杯亚洲区预选赛# 能踢得过印尼？别做梦了，把话放这儿了，两场印尼，加起来不会超过1️⃣分……,pos
2024-06-27,#退钱哥谈国足进入死亡之组# 6月27日，世界杯预选赛亚洲区第三阶段(18强赛)抽签分组揭晓，国足进入死亡之组。没一个对手能稳稳拿下，这次考验国足的时候到了！期待他们能逆袭，为国争光！#国足加油##世界杯预选赛#,pos
2024-06-26,拜合拉木在中超上演奔袭一条龙绝杀，你觉得十八赛他应该首发吗？ #拜合拉木##国足##世界杯预选赛# 控卫聊体育的微博视频,neu
2024-06-20,"随着世界杯预选赛的火热进行，我们国家足球队再次踏上了冲击世界杯的征程。这不仅是一场足球的较量，更是亿万球迷心中的一份期待与梦想。🏆

在过去的岁月里，每一次挑战都凝聚了球员们的汗水与努力，每一次都承载着球迷们的热情与支持。尽管挑战之路充满艰辛，但每一次尝试都让我们更加坚定，每一次努力都让我们更加接近目标。💪

现在，冲击世界杯的号角已经再次吹响，我们期待着球队能够展现出最佳状态，用实力和智慧去争取每一场比赛的胜利。我们相信，只要我们团结一心，不畏艰难，就一定能够创造属于我们的辉煌。让我们一起为国家足球队加油，为他们的每一场精彩表现喝彩！#中国足球##世界杯预选赛#

你们对于这一次的比赛怎么看？",pos
2024-06-19,"根据FIFA排名和计算公式，日本队大概率将在2026世界杯跻身第二档球队，从而大大降低进入死亡之组的可能。

世界杯扩军后，日本队参加下届世界杯几乎板上钉钉，而目前日本队排在世界第18，此前在6月的世预赛战胜缅甸和叙利亚，虽然对手不强，但比赛系数很高，获得了很多FIFA积分。

塞内加尔（第17）在世预赛被民主刚果逼平，丢失很多FIFA积分；丹麦、乌克兰、奥地利、波兰则都在欧洲杯小组赛首轮丢分严重；厄瓜多尔和秘鲁在美洲杯实力有限，FIFA排名很难反超日本。

因此日本队的FIFA排名将长期稳定在第17-19名左右，下届世界杯分组抽签时，大概率会位列第二档球队。

上届世界杯，日本队作为第三档球队被分到了死亡之组，同组对手有西班牙、哥斯达黎加、德国，最终日本队爆冷小组出线。#世界杯##世界杯预选赛#",pos
2024-06-17,有些完全不懂球的群众，谴责了新加坡队及其门将。这肯定是没有道理的，新加坡队所做的一切当然是令人尊重的，反映了公平竞赛。所以，不懂的东西，千万不要去胡说八道。#世界杯预选赛#,pos
2024-06-15,烟民看过来，#世界杯预选赛#烟草,pos
2024-06-15,【#世界杯预选赛#】#2026世界杯亚洲区预选赛18强分档出炉# 中国队被分到第五档，没有与韩国、日本、澳大利亚和沙特阿拉伯队分在一个小组。若真这样，也许在这届世界杯决赛中，球迷们还真能看到中国男足在世界杯赛场上的风彩！,pos
2024-06-14,简直难以置信！#世界杯预选赛 #巴西对决阿根廷 球迷看台上演惊人冲突，#梅西 领衔阿根廷队员介入调解后退场#足球狂热季# #世界杯# 网球看这里的微博视频,neg
2024-06-14,在激烈的#世界杯预选赛 中，巴西对决阿根廷，因#看台 缺乏隔离措施，双方支持者爆发大规模冲突，安全人员竟使用棍棒对付球迷。 #世界杯# 天下篮球快报的微博视频,neg
2024-06-14,主页更新：新加坡门神请大家停止转账 #世界杯预选赛##新加坡##中国#,neg
2024-06-14,中国足球的惊险逃生：深夜守望的体育人感慨万千！真诚流露令人动容！##中国足球经典时刻##世界杯预选赛##世界杯预选赛中国队## #世界杯# 天下篮球快报的微博视频,pos
2024-06-13,"6月6日，在中国国家队与泰国的世界杯预选赛中，张玉宁左侧肩关节受伤，球员本人感觉到有肩关节脱出来后自动回位的过程，带伤坚持到比赛结束。赛后，张玉宁前往沈阳当地医院接受急诊核磁共振和CT检查诊断。
06月13日，国安官方发布伤情报告，张玉宁回国后最终诊断结果为肩胛骨骨折、肩关节前脱位、骨性Banbart损伤，预计4-6周康复。
祝张玉宁安心康复，待伤情痊愈后满血归来！#世界杯预选赛#张玉宁#张玉宁肩胛骨骨折#",pos
2024-06-13,#中国男足# #世界杯预选赛# 感谢新加坡🇸🇬给了苟延残喘中的中国足球一线希望,pos
2024-06-12,昨晚中国男足0:1输给了韩国，竟然还晋级了#国足0-1憾负韩国 #国足 #世界杯预选赛#足球#热点 #老百姓关心的话题# #世界杯# 篮球新鲜事的微博视频,neu
2024-06-12,🎉5比0大胜叙利亚完美结束世预赛第二阶段！ 💙新的挑战，新的期待！ #世界杯预选赛# #日本5比0叙利亚# #中国日本韩国朝鲜全出线了#,pos
2024-06-12,"沙特意外输球令FIFA排名变化不小 伊拉克成二档

凌晨最晚结束的一场世预赛36强赛小组赛中，在卡塔尔世界杯上曾以2比1击败阿根廷队、爆出世界杯历史最大冷门的沙特队在家门口被约旦队以2比1逆转取胜。这也算是一个不小的冷门，但由于两队在这场比赛之前都已经锁定了小组出线权，因而并没有引起太多关注。但是，这场比赛的结果却令国际足联排名发生了不小的变化，直接导致18强赛的分档发生重大变化。

中国队因为连续不胜，两场比赛后又丢掉了7.71个技术积分，总分为1267.51分，世界排名继续下降，将跌至世界第89位，较先前又下降了1位。但亚洲范围内仍排第13位。

足球足球比赛世界杯#世界杯预选赛#",pos
2024-06-12,昨晚的世界杯预选赛韩国1:0中国～ 还好出线了～ #世界杯预选赛##国家队#,pos
2024-06-12,💪努力回馈主场球迷 👍完美表现不留遗憾 📷来自昨晚广岛爱电王和平之翼的美图 #J制造# #蓝武士# #世界杯预选赛#,pos
2024-06-12,世界杯预选赛亚洲区C组第6轮，泰国取得3:1新加坡的胜利，中国队凭借胜负关系成功晋级18强赛。#国足出线##世界杯预选赛# #世界杯# 网球看这里的微博视频,pos
2024-06-11,随便看了几眼，发现个问题，地板砖名帅胆子够大的，居然弃用了武球王，根宝大弟子，在西甲干过，进过，领过钱的。本来还以为武球王有伤。看来地板砖果然有一套，再加上几个巴西朋友的加持，难说能打进世界杯哦。接下地板砖的敌人，米卢的大旗。 #世界杯预选赛#,pos
2024-06-11,运气不错，果然出线了，判断的很准吧。#世界杯预选赛#,pos
2024-06-12,中国队成功冲进世界杯预选赛下一轮。 为了庆祝中国队出线，同时也为了感谢新加坡门神桑尼，今晚将去吃桑尼卖的椰浆饭。 鉴于新加坡太远，今晚就先到珠海市香洲区景山路囍樂南洋餐室，吃一份椰浆饭。#世界杯预选赛#,pos
2024-06-12,原以为最后一轮中国队和泰国队开赛时间不一样是为了做掉中国队，现在才知道是为了保送中国队晋级！#中国足球##世界杯预选赛#,pos
2024-06-12,#国足出线# 新加坡门将哈桑-桑尼感谢中国球迷的支持：“谢谢！China！” 新加坡队友：他救了中国 #世界杯预选赛# 本喵只吃鱼的微博视频,pos
2024-06-12,世界杯预选赛，国足迎战🇰🇷先别说输赢，气势上不能输#世界杯预选赛# ohh_emma90的微博视频,pos
2024-06-12,6月11日，国家足球队在世界杯预选赛中与韩国客场交锋，最终以0比1惨败。 #世界杯预选赛# #国家足球队# #世界杯# 天下篮球快报的微博视频,neu
2024-06-12,世界杯预选赛 泰国3:1新加坡 国家队之间战绩领先，成功晋级18强 比赛结束后，泰国足协主席在看台上面色铁青 …#dou来足球季 #国足晋级18强赛 #世界杯预选赛# #世界杯# 篮球面对面的微博视频,pos
2024-06-12,新加坡队给予协助，中国队以净胜球优势惊险晋级世预赛亚洲区18强#世界杯预选赛 #国足 #世预赛 #足球的魅力# #世界杯# 天下篮球快报的微博视频,pos
2024-06-12,新加坡扛着中国晋级了#中国vs韩国##世界杯预选赛#,pos
2024-06-11,#世界杯预选赛# 新加坡把国足送进下一轮！,neu
2024-06-11,#世界杯预选赛##韩媒预计大批中国球迷赴韩助威#世界杯预选赛亚洲区36强赛将迎来收官阶段，中国男足将客场挑战韩国队。所以球迷们要趁早买到球票现场为国足队助威，希望在明天的比赛中能够全力以赴，拿到三分。3300名中国球迷到场助威，球场将会是红火一片。#国足vs韩国# 琦妙爱尚体育的微博视频,pos
2024-06-11,MD啥时候开始居然为了能进亚洲18强而感觉牛B了？#世界杯预选赛##世界杯亚洲区预选赛#,pos
2024-06-11,孙兴慜太过分了，中国队加油，让韩国见识一下 #世界杯预选赛# #世界杯# 天下篮球快报的微博视频,neu
2024-06-11,"#世界杯预选赛##世界杯# 踢了半场好球，0:1算是韩国蓄力了。
没办法，水平就这样，一年比一年差。
都知道中国足球的病症在哪里，可就是没人去改变，和足球相关的每个方面都有人进去了，就是没人吸取教训。
看看隔壁几家以前所谓的菜瓜，现在都在走技术流，都在进步——韩日不说，就说东南亚那几个小国现在都在成体系的提升之中，再看看🇨🇳队，成了每个人调侃的对象之外，还有啥？
不是说中国人最会学习别人吗，学了巴西学德国，后来学中东欧，现在还得学日韩。为啥都学不来弄成了四不像呢？
是中国人不适合踢足球吗？显然不是，而是整个大环境太浮躁了，根本没有人静下心来，脚踏实地的从点滴去改变。金钱足球，功利足球，政绩足球……所有的畸形足球形式累积在一起，导致了现在这个局面。
以前说足球要从娃娃抓起，还不够，要从思想上、观念上去改变，已经到了退无可退的地步了，任重道远啊。#中国vs韩国#
（从去年下半年开始，突然觉得看球慢慢已经没啥乐趣了，也就那么回事，可能是自己麻木了）",pos
2024-06-11,世预赛国足客场0-1失利于韩国，是否能晋级取决于泰国和新加坡的比赛结果#世界杯预选赛# #世界杯# 天下篮球快报的微博视频,neu
2024-06-11,泰国取得3：1的胜利，战胜了新加坡，国足靠着胜利比分惊险晋级18强#世界杯预选赛#。 #世界杯# 天下篮球快报的微博视频,pos
2024-06-11,世界杯预选赛 韩国VS中国 足球狠话哥：裁判比较偏向韩国##世界杯预选赛## #中国队足球队## #韩国足球队## #世界杯# 灌篮大风车的微博视频,neg
2024-06-11,又是熟悉的“踢平即可出线” 又是熟悉的结果“0：1输球” 又应该是一个中国球迷骂街的夜晚[捂脸] 但是万万没想到呀，牛掰的新加坡男足抗住了泰国90分钟的狂轰乱炸之后，把中国男足抬进了亚洲18强[强][强][强] 有时候幸福往往真的来的很突然 #足球##国足##世界杯预选赛#,pos
2024-06-11,#世界杯预选赛#,neu
2024-06-11,和几年前一样，又一次逼到绝境后晋级！ 不同的是，上一次是全亚洲都在帮中国队， 这次帮忙的是新加坡+韩国 #国足##世界杯预选赛#,pos
2024-06-11,恭喜国足艰难进入十八强，今晚输韩国一球，我认可球员们了！#世界杯预选赛##国足##为国足加油#,pos
2024-06-11,感觉被拉回来抢救了#世界杯预选赛#,neu
2024-06-11,#国足##世界杯预选赛#,neu
2024-06-11,这个剧本是完全没想到的 #世界杯预选赛#,pos
2024-06-11,#泰国vs新加坡##世界杯预选赛# 感谢新加坡小表弟，中国男足终于小组出线了,pos
2024-06-11,#世界杯预选赛# 好样的新加坡！新加坡走一趟吧哈哈哈 北京,neu
2024-06-11,真艰难啊！#国足##十八强##世界杯预选赛# 武汉·武汉万象城,pos
2024-06-11,#世界杯预选赛# 感谢新加坡,pos
2024-06-11,感谢新加坡#世界杯预选赛#,pos
2024-06-11,生死七分钟#世界杯预选赛##国足#,neu
2024-06-11,国足这次的世界杯预选赛之旅，还剩下最后的5分钟？还是说新加坡能带来奇迹？#世界杯预选赛#,neu
2024-06-11,新加坡队这个禁区前沿的爆射屌炸了！ #世界杯预选赛#,pos
2024-06-11,#世界杯预选赛# 今晚国足打韩国上半场的半小时之后踢的还是可以的，后面下半场那个防守就开始拉了，最后1:0输了，出线机会掌握在泰国VS新加坡手里，笑死我了，新加坡一晚上多了好多中国球迷,pos
2024-06-11,#世界杯预选赛##中国队vs韩国队# 又是被中路后插上打进，还是后腰的防守问题。,neu
2024-06-11,要问国足能否出线，就像问一个癌症晚期患者能否治愈一样 #中国男足# #世界杯预选赛#,neg
2024-06-11,"#韩国vs国足# 刚刚结束的2026年美加墨世界杯亚洲区预选赛36强赛C组最后一轮比赛中，中国队0比1不敌韩国队。

2002年韩日世界杯是中国队迄今为止唯一一次打入世界杯决赛圏，今天国足客场挑战韩国队，韩国队已进入18强，我以为几个主力不会上场，保存体力。

今晚这场韩国队全阵容出场，国足客场0:1负韩国，我觉得已经超出预期了，毕竟实力差距摆在那里。上半场国足踢的挺好，下半场失守。

国足能否晋级18强，要看后面泰国队与新加坡队比赛结果。希望新加坡队挺住！#国足##世界杯预选赛#",pos
2024-06-11,预料之中的比分， 国足给新加坡打了个样， 接下来就看新加坡学习的怎样啦！ #国足##世界杯预选赛#,pos
2024-06-11,5 - #王大雷#本场比赛做出5次扑救，刷新中国队门将在本次#世界杯预选赛#期间单场比赛扑救次数纪录。铁闸 #韩国队1比0中国队#,neg
2024-06-11,中国队的命运已经不再由自己掌控 国足你没变一点啊。#世界杯预选赛#,neu
2024-06-11,#世界杯# 世界杯预选赛#世界杯预选赛# 中国队 虽然踢的不咋地、但是韩国踢的真的是太下三滥了 巴西上届世界杯跟你们玩下三滥了吗？,neg
2024-06-11,也就只能防守了。踢的是真糙。每一次拿球反击几乎都是秒没。这水平，就还是别进18强了。被人家挑衅3:0也是正常，有什么可破防的。咱们就是面。足球这个事，在我们这片土壤，就真的很迷。#世界杯预选赛#,neg
2024-06-11,突出一个太难了不出线太正常了 #国足##世界杯预选赛#,neu
2024-06-11,准备开始备战2030年世界杯了大概#世界杯##国足##世界杯预选赛#,pos
2024-06-11,#世界杯预选赛#往前踢！！！！,neu
