publish_time,text,predicted_class
2024-10-02,"#和粤小可一起过节#
再也不会去顺德了
看了小红书很多攻略被渔人码头吸引了
结果去到 就这？？？

推荐点：涂鸦背景网红打卡，地这里有国内外明星涂鸦墙，画的都特别好看！
还有猫咪街头斑马线、顺德渔大字、胖卡龙门头、码头日落...如果你也是爱拍照的小粉丝一枚，值得来打卡留念~
再说美食：
🌟顺德被誉为广东的🥛“牛奶之乡”是当之无愧的，因为这是一座用牛奶最多的城市，这里不仅有最正宗的双皮奶，还有姜撞奶、蒸牛奶、炒牛奶、炸牛奶、水牛奶，这里一定是牛奶爱好者们的天堂！
🌟鱼生是顺德的一道传统名菜，在这里吃鱼生之前都会讲这样一句话🐟“鱼生捞起，风生水起”寓意着好运不断，事事顺遂如意。
店家大多都会推荐你吃海鲈鱼，因为不仅实惠好吃，分量大的鱼还可以把头尾骨做成椒盐鱼骨，鱼肉做成鱼粥、鱼炒粉，又香又入味。
❌不推荐点：人比较多，不好停车。

如果大家被安利到，可以尽量避开人群，结合个人行程安排，再冲也不迟！

#粤乐仔的朋友圈# #国庆旅游#

（图源网络，侵删）",pos
2024-10-02,#国庆旅游 #国庆假期 #国庆没休息 你们国庆有假期吗？ 金超紧固件日常分享的微博视频,neg
2024-10-02,#徐州乐园##国庆旅游# 夜场好玩爱玩下次还去#国庆旅游了吗#,pos
2024-10-02,我在国庆期间旅游#国庆旅游##一场说走就走的旅行##十一国庆旅游#中山 景点挑战人少打卡中：挑战失败。 珠海·圆明新园,neg
2024-10-02,国庆假期，怎能不转转国庆胡同#国庆假期##国庆旅游#带着微博去旅行,pos
2024-10-02,国庆大家都去了哪里呢？分享一下吧！#摄影分享##手机随手拍##国庆旅游#,pos
2024-10-02,"#国庆假期##国庆旅游# 相约国庆，我们迎来了七天假期！电影《普罗米修斯》中有句台词：“人生是旷野，不是轨道。”趁着假期，我们可以借此机会去欣赏祖国的风光美景。
我们可以去感受海边夕阳的极致浪漫，可以去重庆天生三桥领略大自然的鬼斧神工，当然也可以去到北京的故宫中欣赏中国壮丽的古代建筑…#国庆假期游玩好去处#
无论是赏景还是游玩，在国庆假期里，我们都可以好好放松自己，释放心中的压力。",pos
2024-10-02,📸🚄一路向南 结束特种兵模式旅游回家了 #国庆旅游##国庆节快乐##国庆# 绍兴·绍兴北站,pos
2024-10-02,重庆国庆节人挤爆了 就是不知道：看人，还是看风景？ #国庆旅游##重庆#重庆旅游#洪崖洞# 蓉城南瓜的微博视频,neg
2024-10-02,国庆终于降温了，嗨嗨嗨#小降温##国庆旅游#,neu
2024-10-02,#温州文旅# 长长的国庆假期当然要出门好好耍耍啦要——🏕️看遍动人的山江海🌊🚶在市区Citywalk🚶🍚尝遍温州的地道美食🥣来看看温小旅推荐的温州五日玩法吧相信一定有你心仪的那款网页链接#十一旅游##国庆旅游# @诗画浙江文旅资讯 @浙江文旅 温州,pos
2024-10-02,#桃江小洱海走一走##国庆旅游# 晨跑一路风景入眼前 益阳·桃江洱海,neu
2024-10-02,"#南岸文旅# #重庆旅游攻略# #国庆旅游# 国庆长假到了，你还在为去哪里玩而发愁吗？
南岸君为你准备了丰富多彩的七天游玩路线，保证你每天都能玩出新花样，享受不一样的假期时光！
部分图源：重庆故宫文物南迁纪念馆、长嘉汇弹子石老街、重庆国际马戏城、重庆抗战遗址博物馆
更多内容请点击链接：游在南岸 | 不懂就问，在南岸真的可以七天玩不重样啊？",pos
2024-09-30,国庆大家都计划去哪里玩？这次工作幕后+旅行VLOG我带你们去一趟常州新北🚅跟传说中的“鱼爸爸”碰面，也拜访了二级保护动物胭脂鱼！而且发现当地的打卡点比我想象的多：”一杯咖啡充满电”的快充挑战，恐龙主题的氢动力自行车，巨型的稻田画等等📷 #国庆节##国庆旅游##国庆在家休息还是出去旅游# 安龙cameron的微博视频,pos
2024-10-01,准备去北京的存下吧！#国庆旅游#,pos
2024-10-02,#国庆##国庆旅游##山东# 许哆哆呦的微博视频,neu
2024-10-02,国庆景区人气爆棚 #国庆旅游# #人山人海# #旅游# 脑洞科普实验室的微博视频,pos
2024-10-02,"#国庆旅游##情绪稳定##飞行日记#
主打就是一个放平心态，心平气和！

受台风影响搭子飞台北航班被取消，赌一把提前飞了，中转香港飞温哥华，比我早到；我1号的航班延误了原计划中午飞马尼拉，中转4个小时晚上20点飞温哥华的，结果晚上八点多才到马尼拉，情绪稳定到没有丝豪影响，换钱，打grab，临时订了个酒店住一晚（含早），2号才飞温哥华。

香港柜台的工作人员相当负责，原本这趟航司变更后不再是4小时转机，无法直挂行李的，但还是想办法帮忙直挂了，我有点担心但想了下还是淡定下来，用离境退税的120港币吃也个汤粉与红豆沙，机餐难吃，半夜这个点好饿呀，睡不着",pos
2024-10-02,#日常碎片plog# 逛了一天，脚都麻了，几个朋友一起逛也是很开心的#国庆旅游# 肇庆·肇庆古城墙,neu
2024-10-01,少女与海 吹着自由的海（台）风 “那就祝我们都有快乐的情绪”#福建##国庆旅游##霞浦#,pos
2024-10-01,国庆第一餐🤪🤪🤪#国庆旅游#,neu
2024-10-01,"秋高气爽，带老妈秋游大连，开启一场浪漫又美丽的度假之旅。一天下来走了几万步，身心得到充分的锻炼同时，也要好好保养一下。老妈随身携带的两只老虎壮骨麝香止痛膏@羚锐两只老虎，“贴”身守护，“贴”心相伴，帮助缓解旅途中的肌肉酸痛。同样适用于频繁出差拍摄/户外探险的我们中青年人群，包中常备，真是旅途中的健康伴侣～
Citywalk打卡网红“星海广场”，海鸥相伴清风拂面，令人心旷神怡；东港游艇码头洋气十足，还可以进行摩托艇、快艇等水上活动，感受乘风破浪的刺激。漫步在付家庄海滨浴场，拍拍棒槌岛风景区，踏着海浪吹着海风，记录美好的瞬间，这样的度假好chill。
旅行是追逐一场诗与远方的过程，是生活的调味急，记录路上的风景与美好，记得#带着两只老虎去旅行# 哦。
#国庆旅游#",pos
2024-10-01,第一天！#国庆##国庆旅游##西北大环线# 张掖·祁连山,neu
2024-10-01,星光闪耀，国旗飘飘！愿祖国繁荣昌盛，国泰民安！#带着微博去旅行##国庆节##国庆旅游# h_婳婳的微博视频,pos
2024-09-30,"赶在日落前拍到了绝美晚霞。对比一下手机和相机拍的。Mix Flip VS Canon EOS R6。对于非专业选手来说，目前手机已经能满足绝大多数摄影需求了！智能手机在影像上的不断突破，降低了摄影门槛，让更多非专业的普通老百姓能够享受到摄影带来的乐趣，更愿意去记录美好生活！
国庆快乐
#国庆旅游##手机摄影# 印度尼西亚·库塔海滩",pos
2024-10-01,#国庆旅游##今日晩餐# 夜幕降临，大家一起围炉吃火锅，大家举杯共祝祖国母母亲生日快乐，共祝爷爷奶奶乔迁新居快乐！ 小朋友早早吃完，就坐在茶桌前开始画画。,pos
2024-10-01,国庆首日 湘博“人气爆棚”10月6日门票已约满！长沙火车南站今日发送旅客约20万 城市之间“交换游”火热。 #国庆旅游##湖南长沙# 风芒APP的微博视频,pos
2024-10-01,#国庆旅游##旅游# 2025中国自助游 🍎,neu
2024-10-01,人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人人我人人人人人人人人人人人人人人人人人人人人人人人人人#国庆旅游#,neu
2024-10-01,"#国庆旅游#

今天国庆，小长假开始了，我们也开启了旅游模式。

怕被堵，我们一大早就起床，六点半就坐上车出发了，我们一起去姐弟俩的爷爷奶奶的老家，快九点半就到了。

今天没活动，就在家闲话家常，下午带姐弟俩去小区运动。

爷爷奶奶的这处房子，他们刚刚乔迁，一切都是新的，新房子，新小区，新邻居，小朋友很喜欢，很开心。",pos
2024-09-30,听说宋木子@三狗-宋木子 和李逗逗@李逗逗大美人 陷入了一场逃杀循环，最后被美团团购解救？欲知详情如何，请认真观看视频（友情提示：要素过多，千万别眨眼）#美团团购##国庆旅游# 美团团购的微博视频,pos
2024-10-01,我真是个大孝子，今天带爸妈溜达，安排的节目有 故宫看人山人海，景山吹十度冷风，王府骑共享单车 就说孝不孝顺吧，我感觉不是旅游，是带我爸妈拉练，哈哈哈哈 #国庆##国庆旅游##citywalk# 北京·恭王府博物馆,neg
2024-10-01,#国庆旅游##国庆节快乐# 长沙·橘子洲风景名胜区,pos
2024-10-01,#国庆旅游##霞浦# 宁德·霞浦,neu
2024-10-01,中国浦口已预定你的国庆朋友圈C位！ #总要去趟南京浦口吧##南京旅游攻略##国庆旅游# @水韵江苏 @南京发布 @南京文旅 文旅浦口的微博视频,pos
2024-10-01,#南岸文旅# #重庆旅游攻略# #国庆旅游# 重庆协信星光时代丨「星光非遗文化艺术季」国庆开场！（via：重庆协信星光时代）更多内容请点击链接：重庆协信星光时代丨「星光非遗文化艺术季」国庆开场！,pos
2024-10-01,出门旅游水土不服？原来是旅行者腹泻！ #国庆旅游# #旅行者腹泻# #水土不服# 科普广州的微博视频,neg
2024-10-01,"#南岸文旅# #国庆旅游# #重庆旅游攻略# 随着国庆佳节的临近，南岸区以丰富的文化和旅游活动为大家献上了一场精彩纷呈的节日盛宴。从摄影比赛到书画展览，从文艺演出到互动体验，来跟南岸君一起，这个国庆假期嗨翻南岸吧！
部分图源：南岸文艺、龙门浩老街、长嘉汇购物公园、东原1891
更多内容请点击链接：“我们的节日·国庆”主题活动开启！超多耍事嗨翻国庆！",pos
2024-10-01,#一年两箱油# 选手出发了 #国庆旅游# 西安,neg
2024-10-01,#带着两只老虎去旅行##国庆旅游#成都又新增一个网红打卡点！“去二仙桥，走成华大道。”你还记得这句曾在网络上火爆一时的热梗吗？复古的红色砖墙与现代元素巧妙结合，搭配上那句醒目且充满趣味的标语，瞬间点燃潮流氛围。这不，我就带上了我妈过来了，幸好包里随时备的有两只老虎牌膏药，这是我妈妈出门的靠谱健康伴侣，帮助缓解旅途中的肌肉酸痛，让我们轻松出行~@羚锐两只老虎,neg
2024-10-01,"#南岸文旅# #国庆旅游# #巴蜀文旅走廊# 每逢节假日，成渝两地的市民便热衷于来一场说走就走的“串门游”。这个国庆假期，南岸区与成华区携手合作，为大家精心准备了一系列共享文旅线路，承包你的国庆七天假期！
部分图源：长嘉汇购物公园、下浩里、龙门浩老街、重庆开埠遗址公园、重庆国际马戏城、成华文旅体
更多内容请点击链接：成渝携手，逛完南岸游成华！巴蜀文旅走廊承包你的国庆七天！",pos
2024-10-01,国庆来旅游的，只能希望多穿一点吧#国庆旅游# 大同 故辞云白天游鹤丶的微博视频,pos
2024-10-01,打卡😼😼解锁新ip #国庆旅游# 达州,neu
2024-10-01,"国庆假期可发.ᐟ‪.ᐟ🚕配旅行的高赞文案

1.໑ຼ₀₂₄.₁₀.₀₁🚗ིྀ🚕ིྀ🚙ིྀ 𝐠𝐨 𝐠𝐨 𝐠𝐨 .ᐟ.ᐟ
2. 𝐈 ᰔᩚ 𝑻𝒓𝒂𝒗𝒆𝒍～ 🚂🚋🚋🚋💨
3.˗ˋˏ💕ˎˊ˗²º²⁴/₁₀.₀₂「qie意☁」
4.背包🎒相机📷目的地📍
5. 𓏽‮ 🛬‬‎煩惱出逃• ◡•𝕪𝕖𝕖𝕖𓃹
6.🎡相机里的世界 ‘’ 𝐏𝐡𝐨𝐭𝐨 ‎˂ᵒ͜͡ᵏᵎ⁾ ‘’
7.🚅⸝⸝ ⸝⸝ 𝑻𝒓𝒂𝒗𝒆𝒍𓏽直接出͛发𝗱𝘂𝗱𝘂ᐝ
8.𝑳𝒆𝒕'𝒔 𝒈𝒐🚢 ᕑᗢᓫ 🚢
9.📸 ▸ 此行浪漫
10.໑ຼ₀₂₄.₁₀.₀₂🚏𝙂𝙤 上海
11.🚄 𝐗𝐢𝐀𝐧🏯 ˎˊ˗
12.🚗 👫一起走走⸝⸝⸝
13.🎫 ✈️ ⟺𝗫𝗶𝗮 𝗠𝗲𝗻
14.📍蘇州·七里山塘
15.ᰔᩚ²º²⁴/₁₀.₀₃♡🌷 小桥流水人家⛺
16.໑ຼ₀₂₄.₁₀.₀₁🏃🏻♀️开心游玩ⁱⁿᵍ𝐝𝐚𝐲🚁
17.🗺 / 🚲与美好不期而遇
18.𓂂𓈒𓏸今日目标：晒黑🖤
#文案##朋友圈文案##朋友圈文案##国庆旅游#",neu
2024-10-01,十一国庆期间，哪里人少又好玩呢？#国庆旅游# #人少景美# #旅游# 追综VIP用户的微博视频,pos
2024-10-01,出发啦 #国庆旅游#,neu
2024-09-30,#跟着课本去旅行# 读先生书看先生故里鲁迅故里景区特种兵模式旅游#国庆节快乐##国庆旅游攻略##国庆旅游##鲁迅故居# 绍兴·鲁迅故里,pos
2024-09-30,想出去玩，但定不下来去哪里 #国庆旅游#,neu
2024-09-30,我真的是一个很不会做攻略的人#国庆旅游#,neu
2024-09-30,国庆也许你们需要这个， 一份详细的自驾游攻略#旅游攻略##国庆旅游#,pos
2024-09-30,重庆长江索道数字影院开始试运行，可一站式打卡近30个山城知名景点#国庆旅游# #磁器口古镇# 视频来源：文化之旅沙坪坝 重庆市文化旅游委的微博视频,pos
2024-09-30,国庆假期去哪玩？来来看看这里……#国庆假期旅游##国庆旅游# 吴尚源冷月轩的微博视频,neg
2024-09-30,#国庆旅游# 在南昌的宝子们，国庆不想出去人挤人，秋水广场这边是看烟花的最佳机位但是走累了逛累了怎么办？ 红谷滩秋水广场附近的宝藏中医馆——贡方堂，专业中医按摩推拿正骨，艾灸拔罐，真的是缓解疲惫的身体最佳选择！ 南昌·贡方堂中医馆门诊部(国医馆) 贡方堂的微博视频,pos
2024-09-30,#国庆##国庆旅游##设计美学# LoveMeTend的微博视频,neu
2024-09-28,购物碎片记录Vlog｜好物分享｜国庆日本游薅羊毛小Tips 来噜！假期快乐！ 见评论有🎁 #SuJi in Japan# #日本必买# #国庆旅游# #日本旅游# 葉SuJi的微博视频,neg
2024-09-30,"北京王府井惊现生日大蛋糕！！🎂

已经进入放假模式啦～
赶紧趁着十一前的最后一天去王府井逛逛！
又来到了这家充满了北京文化气息的乐高品牌旗舰店～🫵

古香古色的巨型屋檐⛩️，雄伟壮观的长城景观🏰，传统特色的中式轿子✨，栩栩如生的石狮子模型🦁，生动有趣的池塘玩乐桌🐼，以及精细的⻢赛克画⻰柱🐉…等，将北京文化底蕴诠释的淋漓尽致～💫

店里还有一个巨型积木蛋糕🎂，没想到这里已经陪伴我们五年了呢🖐️！赶紧带上自己的祝福，拼搭老北京灯笼🏮和糖葫芦🍡，给生日蛋糕🎂再多一份装饰～🎈

还在创意拼搭工坊，拼搭了一个相框，记得预约哦！☎️

乐高玩具🧩不仅深受小朋友们的喜爱，就连我这个大盆友都爱不释手呢！尤其是👉复古相机📷、玫瑰花束～💐

另外，五周年店庆期间，
惊喜多多，来了一定会收获满满！🛍️

📝小贴士：
▫️营业时间：10:00-22:00
▫️店庆时间：即日起-10月31日
▫️东城区金鱼胡同北京王府井银泰in88一层

#北京探店##北京周末去哪儿##乐在京城5周年##国庆旅游##北京旅游# 北京·乐高品牌旗舰店(王府井店)",pos
2024-09-30,#国庆##国庆旅游##国庆旅游攻略# 栋梁之材不放假 LoveMeTend的微博视频,neu
2024-09-30,马上国庆了，你们想好去哪里玩了嘛#国庆旅游#,neu
2024-09-30,国庆大概是躺平了。 #国庆旅游##国庆##生活手记# 我像提线木偶似的 生活大多无所事事 漫无目的 总在考虑活着的意义是什么 我怎么会那么闲 很难想象 不疯一点 剩下的日子该怎么过,neg
2024-09-30,祝福祖国·唱响经典 | 湖北省“荆楚红色文艺轻骑兵”走进洪湖！#洪湖##洪湖文旅##洪湖旅游##国庆旅游# 洪湖文旅的微博视频,pos
2024-09-30,"𝙒𝙚𝘾𝙝𝙖𝙩｜日常文案🍓

1.𓂂𓈒𓏸夏日🐟快
2.🗝.📺 ♥·.🎬⋆͛
3.🍉蝉鸣声响起🎼
4.零碎的生活片段˚🍯₊⋆
5.🏜⌇小碎片时光☕️ˎˊ˗
6.海边的「快樂」限定🍹
7.祝我们森活鱼块喔🧺⸝⸝
8.▹唯有你的光辉 ᵎ ᵎ⌇🎇 ✨
9.🎵 像星星一样闪耀 𖤐´-
10.夏日播报：考上啦◝💌◜
11.˗ˋˏ ♥︎ ˎˊ˗𝚆𝚒𝚝𝚑 𝚢𝚘𝚞-ᰔᩚ ᰔ
12.ᐟ用生活治愈生活ʜᴀ͟ᴘ͟ᴘ͟ʏ 🌄
#文案##朋友圈文案##国庆旅游##情侣头像#",neg
2024-09-30,国庆！到底！去哪！玩！#国庆##国庆旅游#,neg
2024-09-30,国庆免费旅游直通车！浦口这条线路不得不玩！ #总要去趟南京浦口吧##国庆旅游##南京旅游攻略##发现南京# 浦口发布的微博视频,pos
2024-09-30,国庆节在四川的朋友，准备咋个耍呢😎 #国庆##国庆旅游##成都##四川旅游##成都旅游##成都打卡##国庆夜游成都指南# 成都 四川专科本科研究生Miss冯的微博视频,pos
2024-09-30,来平潭肯定是先去赶海呀，昨天下午的收获，跟家人跟朋友一起去，特好玩，体会抓鱼的过程老有趣！#赶海##平潭赶海##平潭旅游##国庆旅游# 福州·平潭岛,pos
2024-09-30,国庆好想出去玩#国庆旅游#,neu
2024-09-30,#南岸文旅# #国庆旅游# 翘首以盼的国庆假期终于来啦，庆国庆不赶场，漫游才是真章 穿梭在熟悉的南滨路，一起探索南迁馆的有趣耍事 （via：重庆故宫文物南迁纪念馆） 更多内容请点击链接：重庆故宫文物南迁纪念馆丨文创“翻牌”、活动diy、刮刮乐……国庆耍事看这里！,pos
2024-09-30,#温州风光好# 期盼已久的国庆长假即将到来小伙伴们想好到哪去玩了吗温州各地“上新”了不少文旅打卡点给你的出游清单增添点“更有料”的新计划吧来温州，国庆这样玩 | 无更新，不city！温州又“上新”啦~#龙湾寺前街的古韵新生##温州旅游##国庆旅游# @诗画浙江文旅资讯 @浙江文旅 温州,pos
2024-09-30,"🎉9月29日，商洛召开了国庆假期旅游安全与服务保障工作视频调度会。

🎯会议强调旅游安全对旅游业至关重要，当前文旅安全形势复杂，各县区及相关部门要提高认识，增强责任感与紧迫感，维护好“22℃商洛·中国康养之都”的品牌形象。

😜国庆假期群众出行和活动增多，风险隐患增加，安全生产不能放松。要重点抓好文旅市场各方面安全，开展安全隐患排查整治行动，消除隐患。

👥加强组织领导，落实各方责任，密切协作，确保旅游安全工作成效。强化应急值班值守，关注气象预警等信息，及时处理舆情和上报情况，保障旅游市场安全有序。

💖同时，要提升服务质量哦！丰富假日市场供给，培育新业态，增设旅游线路，延长开放时间。优化公共文化和旅游服务质量，提升管理效率和游客体验，畅通举报投诉渠道，回应关切，维护消费者权益。聚焦重点领域，加强文化市场执法，查处违法违规行为，保障市场平稳有序。

#商洛旅游 #🎉9月29日，商洛召开了国庆假期旅游安全与服务保障工作视频调度会。

🎯会议强调旅游安全对旅游业至关重要，当前文旅安全形势复杂，各县区及相关部门要提高认识，增强责任感与紧迫感，维护好“22℃商洛·中国康养之都”的品牌形象。

😜国庆假期群众出行和活动增多，风险隐患增加，安全生产不能放松。要重点抓好文旅市场各方面安全，开展安全隐患排查整治行动，消除隐患。

👥加强组织领导，落实各方责任，密切协作，确保旅游安全工作成效。强化应急值班值守，关注气象预警等信息，及时处理舆情和上报情况，保障旅游市场安全有序。

💖同时，要提升服务质量哦！丰富假日市场供给，培育新业态，增设旅游线路，延长开放时间。优化公共文化和旅游服务质量，提升管理效率和游客体验，畅通举报投诉渠道，回应关切，维护消费者权益。聚焦重点领域，加强文化市场执法，查处违法违规行为，保障市场平稳有序。

让我一起期待一个安全又愉快的商洛国庆假期之旅吧😃！商洛#国庆旅游# 商洛",pos
2024-09-30,这条三连揪两个宝送🧧 ▪️◽▪️◽▪️◽▪️◽▪️◽▪️◽ ✈️十一出游都带啥！ 极简主义有属于自己短途出行的神！！ #十一国庆旅游##醒醒の安利##好物分享##醒醒の福利##国庆##短途出游##国庆旅游# 醒醒该化妆了的微博视频,pos
2024-09-30,📍周末不忙 去趟衡阳 #衡阳美食##衡阳旅游##国庆旅游# 衡阳,neu
2024-09-30,"#南岸文旅# #重庆旅游攻略# #国庆旅游# 在这座被誉为“8D魔幻都市”的山城重庆
每一道坡坎都蕴藏着无尽的故事与魅力
南岸文旅X南坪万达
共同推出“顶流山城人”挑战赛
10月1日正式启动
这场结合城市地域特色、重庆人精神的挑战
充分展现出山城人的个性和风彩
部分图源：重庆南坪万达广场、小红书「放假计划」、枇杷园食为鲜火锅
更多内容请点击链接：（粉丝福利）运动在南岸丨山城盛宴，挑战无界 —— 顶流山城人挑战赛！",pos
2024-10-04,五老峰和三叠潭限流了去不了啦！ 含鄱口不看日出也好看呀！#国庆旅游# 九江·含鄱口,neg
2024-10-03,想问一下天津的同志们，这个饮料真的是你们童年的记忆吗？#微博旅行家##国庆旅游##天津# 天津·意风区历史文化展览馆,pos
2024-09-30,"赶在日落前拍到了绝美晚霞。对比一下手机和相机拍的。Mix Flip VS Canon EOS R6。对于非专业选手来说，目前手机已经能满足绝大多数摄影需求了！智能手机在影像上的不断突破，降低了摄影门槛，让更多非专业的普通老百姓能够享受到摄影带来的乐趣，更愿意去记录美好生活！
国庆快乐
#国庆旅游##手机摄影# 印度尼西亚·库塔海滩",pos
2024-09-29,国庆去哪儿玩？五岳探秘：泰山、华山、嵩山、衡山、恒山，哪个值得去？#五岳##国庆旅游# 三维地图科普局的微博视频,pos
2024-10-01,准备去北京的存下吧！#国庆旅游#,pos
2024-10-02,照片当下不发出来 过几天就没有想发的欲望了 分享实时近照📷#国庆旅游##人像摄影# 苏州,neg
2024-10-04,"【#热门景点10月5日前门票都已售罄#，#游客错峰游成了高峰游#】10月4日，2024年国庆假期过半，中国游客涌向了各大热门旅游目的地和景区。近日，多家在线旅游平台发布的报告显示，假期中间“错峰”出行的旅游产品价格比假期前两日低上许多。

去哪儿数据显示，10月3日、4日机票价格最低。5日开始返程，价格一路走高，10月7日是价格最高点，10月8日、9日价格回落。酒店方面，10月2日-4日价格处于高位，5日起酒店价格逐渐回落。

不过，价格便宜，人却不少。澎湃新闻看到，在社交平台上，各地旅游景点都有游客发布“实况”内容试图“劝退”后来者。

有网友表示，原以为10月3日、4日是“错峰”，谁知道“错”了一个“高峰”，景区景点人满为患不说，还有不少旅游景点的门票早已售罄。多家热门景区10月4日发布公告称，10月5日甚至10月6日的门票也已售罄了。

此外，今年国庆假期“奔县”成了新流行。携程数据显示，国庆假期前三天，45%的“奔县”旅游者年龄集中在“90后”和“00后”。来自上海、北京、成都、广州、杭州、深圳等一二线大城市的年轻人最喜爱“奔县”游。假期前三天九寨沟、安吉、香格里拉、平潭、都江堰、景洪等县级市和县城在国庆首日都分别实现订单109%、86%、74%、67%、51%、50%的增长。
#年轻人错峰游整顿黄金周#网页链接",pos
2024-10-05,"运城之行
三天两夜的运城古建之行，选择了自驾的形式。
第一天：运城博物馆➕盐湖公路
⏰运城博物馆是需要提前预约，如果预约过时没有入场，需要重新预约，一定要看好时间。
📷场馆内最值得打卡的地方就是永乐宫壁画，它还原的非常精细，色彩也十分出片。（永乐宫内不让拍摄）
🛵盐湖公路塞车严重，不推荐驾车去，最好选择共享电动车，可以在自己喜欢的地方拍拍拍，时间点最好选择下午5点到达，可以和盐湖夕阳美美合影。
第二天：东湖早市➕解州关帝庙➕永乐宫➕鹳雀楼
🍳：东湖早市一共去了两次，丸子汤、烙饼、红糖白糖烤饼都是山西本土风味，外省朋友可以去体验一下。
📷：解州关帝庙还是要早点去排队的，十点到达时，队伍已经排的非常远了，建议九点到达。想要出片可以找挂有“神勇”牌匾的大殿，在栏杆处拍照非常有感觉，也可以规避很多路人。牌匾对面的栏杆处也可以拍到石碑和古建整体风貌，但是路人较多。
📷：永乐宫内不让拍摄，可以找一位导游进行讲解。无极之殿右边入口的石台可以坐下来拍摄，可以和牌匾合影。
📷：鹳雀楼只有最高层有拍摄点，且需要你眼疾手快，否则拍到的都是人人人。

第三天：飞云楼➕新绛天主教堂➕福胜寺
📷：飞云楼后边的庭院左右两边的石阶都可以和飞云楼合影，十分出片。原计划想在入口处的红墙和飞云楼合影一张，但是去的那天都被小商贩占道经营，无法拍摄。
📷：新绛天主教堂内停车十分方便，不用固执的在外面找停车场。
以上就是对各个景点的一些个人体验感受，时间紧张，所以没有对运城古建文化深入感受，但是其恢宏十分令人感动。祝看到此帖的各位游客，旅行愉快！
#国庆旅游 #黑神话悟空#镜头下的运城古建有多美#",pos
2024-09-26,#国庆旅游# 有多少人來泉州旅游是为了洛伽寺而来的？ 泉州影像的微博视频 泉州·洛伽寺,neu
2024-10-05,"好顶的山西伴手礼！和爱熬夜的闺蜜一起养生

国庆跟着悟空来山西旅游，偷学了山西人的养生秘籍！
就是这个山西老陈醋泡的黑豆！
✅配料表干净，只有山西老陈醋、黑豆和蜂蜜调味。口感酸脆爽口，吃着吃着就离不开了！
很多人不知道，山西醋≠山西老陈醋，GB/T 19777标准的山西老陈醋，富含总黄酮和川芎嗪两大特征成分，养生的都懂，营养杠杠滴！特别适合熬夜的打工人放办公室拌饭吃！
假期旅游回去不用硬抗，下单可直接邮寄到家~📦
礼盒里2盒，共6罐，闺蜜3瓶，自留3瓶，和爱熬夜的小姐妹一起养生！
#蓝朋友秋日健康季# #跟着悟空游山西# #国庆旅游#",pos
2024-10-05,我和我的朋友说好的旅游······· 结果在家5日游 #绝味鸭脖# #国庆旅游# #国庆节#,pos
2024-10-03,"#国庆旅游#
多宝发来了黄山照片
天气不错 ，电话手表倒也拍出来松风吹茵露、翠湿云袅袅的感觉
国庆前一天，我给多宝做思想工作：知道妈妈最近为什么常批评你么？
多宝：你工作太累了？
我，不是，你要找找你的原因
多宝：我的爸爸惹你生气了？（把“ 我的”两个字，咬得很重）
我：五年级了，应该知道学习是自己的事情，但你天天都要妈妈催，每件事都要催
多宝：但是，你催我，我就完成了嘛。而是，你催我，我都没生气
好吧，你进步神速而是大度
国庆快乐！",pos
2024-09-30,重庆长江索道数字影院开始试运行，可一站式打卡近30个山城知名景点#国庆旅游# #磁器口古镇# 视频来源：文化之旅沙坪坝 重庆市文化旅游委的微博视频,pos
2024-10-04,开车七小时疲惫不堪，但遇见皖南美景的那一刻，瞬间觉得特别值得…#国庆旅游# 黄山·黟县 陈峰老师的微博视频,pos
2024-10-05,还活着宁波·东海云顶#东海云顶##国庆节##国庆旅游# 宁波·东海云顶 叁柴Ming的微博视频,pos
2024-10-01,我真是个大孝子，今天带爸妈溜达，安排的节目有 故宫看人山人海，景山吹十度冷风，王府骑共享单车 就说孝不孝顺吧，我感觉不是旅游，是带我爸妈拉练，哈哈哈哈 #国庆##国庆旅游##citywalk# 北京·恭王府博物馆,neg
2024-10-05,超高人气的#重庆##国庆旅游# 就飞一会会的微博视频,neu
2024-10-05,📍廣州｜来广州当然要吃早茶啦😝 #记录生活##国庆旅游# 广州,pos
2024-10-05,国庆旅游日记，集齐青岛的的日出日落#国庆旅游##青岛##火烧云#,pos
2024-10-05,#国庆旅游# 水流众，慢无声。人生如梦幻泡影，但过程执着又期待。,pos
2024-10-04,金巴兰的日落被云挡住了，好在晚霞晕染了大片天空🌇#国庆旅游##摄影##晚霞# 印度尼西亚·Rock Bar,neu
2024-10-05,#南岸文旅# #国庆旅游# #文明旅游#文明旅游 | 文明是最美的风景 (via：文化和旅游部）更多内容请点击链接：网页链接,pos
2024-10-05,#国庆旅游#,neu
2024-10-05,国庆武功山登顶#国庆旅游##五星红旗#,neu
2024-10-05,西安安逸，下盘还来#国庆旅游# 成都·成都东站西广场,pos
